Numer_zgloszenia	Numer_komputera	Data_awarii	Czas_awarii	Priorytet
1785	491	22.09.2015 00:00	02:27:59	4
1786	474	22.09.2015 00:00	03:32:31	2
1787	485	22.09.2015 00:00	05:24:40	3
1788	16	22.09.2015 00:00	05:58:32	6
1789	264	22.09.2015 00:00	07:21:49	10
1790	47	22.09.2015 00:00	09:35:19	6
1791	402	22.09.2015 00:00	17:12:37	3
1792	243	23.09.2015 00:00	05:44:24	8
1793	443	23.09.2015 00:00	06:43:37	7
1794	488	23.09.2015 00:00	08:17:48	3
1795	498	23.09.2015 00:00	10:46:03	7
1796	409	23.09.2015 00:00	11:17:54	6
1797	175	23.09.2015 00:00	16:29:46	3
1798	435	24.09.2015 00:00	05:45:00	10
1799	165	24.09.2015 00:00	11:20:36	2
1800	387	24.09.2015 00:00	15:47:10	5
1801	253	24.09.2015 00:00	19:51:37	5
1802	144	25.09.2015 00:00	00:23:37	2
1803	322	25.09.2015 00:00	08:21:53	2
1804	63	25.09.2015 00:00	16:09:13	10
1805	191	25.09.2015 00:00	23:14:33	3
1806	219	26.09.2015 00:00	03:44:27	8
1807	10	26.09.2015 00:00	10:46:25	8
1808	386	27.09.2015 00:00	08:40:17	2
1809	50	27.09.2015 00:00	11:13:37	9
1810	391	27.09.2015 00:00	11:48:16	4
1811	357	27.09.2015 00:00	12:49:13	8
1812	310	27.09.2015 00:00	18:00:54	7
1813	39	27.09.2015 00:00	18:19:05	6
1814	302	27.09.2015 00:00	22:30:04	1
1815	386	27.09.2015 00:00	23:49:23	3
1816	109	28.09.2015 00:00	07:38:20	5
1817	21	28.09.2015 00:00	09:43:41	8
1818	340	28.09.2015 00:00	10:28:01	9
1819	53	28.09.2015 00:00	18:16:47	10
1820	424	28.09.2015 00:00	20:03:18	2
1821	433	28.09.2015 00:00	21:41:11	7
1822	486	28.09.2015 00:00	21:50:17	4
1823	407	29.09.2015 00:00	06:46:46	8
1824	48	29.09.2015 00:00	10:05:05	3
1825	432	29.09.2015 00:00	10:12:19	3
1826	119	29.09.2015 00:00	14:25:10	8
1827	413	30.09.2015 00:00	13:20:34	5
1828	490	30.09.2015 00:00	13:37:18	8
1829	254	30.09.2015 00:00	15:42:57	7
1830	356	30.09.2015 00:00	22:42:21	2
1831	55	30.09.2015 00:00	22:58:26	3
1832	308	01.10.2015 00:00	02:16:43	3
1833	151	01.10.2015 00:00	03:28:20	3
1834	461	01.10.2015 00:00	12:14:19	8
1835	56	01.10.2015 00:00	14:42:46	4
1836	331	01.10.2015 00:00	14:48:02	2
1837	104	01.10.2015 00:00	20:13:16	10
1838	283	02.10.2015 00:00	01:06:10	7
1839	312	02.10.2015 00:00	08:54:49	5
1840	276	02.10.2015 00:00	09:04:51	6
1841	482	02.10.2015 00:00	13:44:17	6
1842	419	02.10.2015 00:00	14:51:40	2
1843	205	02.10.2015 00:00	22:24:32	8
1844	217	03.10.2015 00:00	01:54:25	9
1845	388	03.10.2015 00:00	12:18:32	3
1846	131	03.10.2015 00:00	16:12:58	7
1847	314	03.10.2015 00:00	17:46:50	7
1848	467	03.10.2015 00:00	19:28:54	8
1849	349	03.10.2015 00:00	22:41:18	10
1850	245	04.10.2015 00:00	14:55:22	1
1851	116	04.10.2015 00:00	19:25:52	2
1852	433	04.10.2015 00:00	23:21:42	9
1853	191	05.10.2015 00:00	07:53:18	5
1854	463	05.10.2015 00:00	12:40:56	1
1855	90	05.10.2015 00:00	22:38:54	10
1856	236	06.10.2015 00:00	04:48:52	9
1857	347	06.10.2015 00:00	06:08:31	8
1858	78	06.10.2015 00:00	06:42:18	4
1859	377	06.10.2015 00:00	11:19:24	10
1860	276	06.10.2015 00:00	14:13:47	8
1861	321	06.10.2015 00:00	15:24:58	1
1862	204	06.10.2015 00:00	15:51:41	3
1863	217	06.10.2015 00:00	19:25:21	2
1864	89	06.10.2015 00:00	19:37:30	4
1865	391	06.10.2015 00:00	21:36:13	9
1866	48	06.10.2015 00:00	21:42:54	10
1867	394	06.10.2015 00:00	22:10:45	7
1868	423	07.10.2015 00:00	00:20:57	7
1869	86	07.10.2015 00:00	02:22:29	9
1870	15	07.10.2015 00:00	08:50:26	2
1871	206	07.10.2015 00:00	10:32:30	1
1872	496	07.10.2015 00:00	13:48:25	3
1873	212	07.10.2015 00:00	17:04:53	7
1874	348	08.10.2015 00:00	01:29:36	4
1875	54	08.10.2015 00:00	04:43:16	7
1876	321	08.10.2015 00:00	09:46:20	1
1877	354	08.10.2015 00:00	17:52:59	3
1878	22	08.10.2015 00:00	21:27:42	7
1879	380	09.10.2015 00:00	00:56:29	2
1880	452	09.10.2015 00:00	02:49:08	6
1881	297	09.10.2015 00:00	04:36:21	5
1882	281	09.10.2015 00:00	04:51:13	7
1883	183	09.10.2015 00:00	04:52:03	4
1884	177	09.10.2015 00:00	13:50:10	2
1885	344	09.10.2015 00:00	16:02:30	2
1886	445	09.10.2015 00:00	17:47:58	9
1887	159	09.10.2015 00:00	19:31:26	9
1888	398	09.10.2015 00:00	20:03:09	5
1889	500	09.10.2015 00:00	21:01:14	2
1890	77	09.10.2015 00:00	22:15:56	1
1891	54	10.10.2015 00:00	10:21:08	6
1892	339	10.10.2015 00:00	11:42:15	9
1893	87	10.10.2015 00:00	19:21:31	7
1894	385	11.10.2015 00:00	05:43:14	7
1895	260	11.10.2015 00:00	06:32:12	9
1896	289	11.10.2015 00:00	07:56:34	4
1897	95	11.10.2015 00:00	16:17:42	8
1898	259	11.10.2015 00:00	19:23:32	4
1899	157	11.10.2015 00:00	20:58:16	10
1900	473	12.10.2015 00:00	00:49:30	3
1901	61	12.10.2015 00:00	02:47:02	2
1902	302	12.10.2015 00:00	04:18:14	5
1903	422	12.10.2015 00:00	11:26:14	7
1904	15	12.10.2015 00:00	19:42:38	7
1905	385	12.10.2015 00:00	19:57:45	1
1906	341	12.10.2015 00:00	22:28:10	2
1907	375	13.10.2015 00:00	00:40:04	10
1908	356	13.10.2015 00:00	09:10:45	5
1909	190	13.10.2015 00:00	09:19:47	8
1910	479	13.10.2015 00:00	12:44:45	3
1911	235	13.10.2015 00:00	16:42:28	3
1912	25	13.10.2015 00:00	19:32:26	6
1913	93	13.10.2015 00:00	19:45:43	1
1914	298	14.10.2015 00:00	00:34:23	7
1915	243	14.10.2015 00:00	03:01:51	3
1916	302	14.10.2015 00:00	07:07:54	7
1917	310	14.10.2015 00:00	09:18:44	7
1918	300	14.10.2015 00:00	10:59:32	6
1919	470	14.10.2015 00:00	12:09:03	9
1920	186	14.10.2015 00:00	18:39:09	4
1921	366	14.10.2015 00:00	23:24:44	9
1922	378	15.10.2015 00:00	08:32:50	5
1923	489	15.10.2015 00:00	10:56:53	7
1924	464	15.10.2015 00:00	11:10:35	8
1925	170	15.10.2015 00:00	18:12:00	8
1926	13	16.10.2015 00:00	01:32:27	9
1927	98	16.10.2015 00:00	03:12:28	8
1928	95	16.10.2015 00:00	04:48:01	2
1929	398	16.10.2015 00:00	07:26:32	4
1930	273	16.10.2015 00:00	14:53:31	1
1931	29	16.10.2015 00:00	15:54:50	10
1932	109	16.10.2015 00:00	19:56:29	1
1933	419	17.10.2015 00:00	02:11:13	1
1934	250	17.10.2015 00:00	02:49:45	3
1935	74	17.10.2015 00:00	05:06:01	3
1936	123	17.10.2015 00:00	05:56:53	6
1937	406	17.10.2015 00:00	16:12:39	4
1938	105	17.10.2015 00:00	21:39:31	9
1939	422	17.10.2015 00:00	23:03:35	8
1940	189	18.10.2015 00:00	08:24:51	7
1941	420	18.10.2015 00:00	09:35:04	2
1942	32	18.10.2015 00:00	09:47:05	2
1943	491	18.10.2015 00:00	13:56:38	5
1944	127	18.10.2015 00:00	15:41:41	9
1945	251	18.10.2015 00:00	16:16:03	10
1946	192	18.10.2015 00:00	18:25:07	1
1947	193	18.10.2015 00:00	21:51:11	1
1948	460	19.10.2015 00:00	07:48:52	1
1949	24	19.10.2015 00:00	08:08:00	8
1950	375	19.10.2015 00:00	10:59:19	8
1951	56	19.10.2015 00:00	14:02:39	8
1952	198	19.10.2015 00:00	14:39:14	9
1953	1	19.10.2015 00:00	16:34:37	6
1954	387	19.10.2015 00:00	17:56:56	6
1955	408	19.10.2015 00:00	23:16:31	5
1956	73	20.10.2015 00:00	04:29:42	2
1957	491	20.10.2015 00:00	06:31:20	4
1958	57	20.10.2015 00:00	11:35:01	10
1959	454	20.10.2015 00:00	11:48:10	4
1960	447	20.10.2015 00:00	12:59:22	2
1961	361	20.10.2015 00:00	21:48:09	7
1962	382	21.10.2015 00:00	08:09:20	6
1963	33	21.10.2015 00:00	09:35:07	2
1964	361	21.10.2015 00:00	10:05:42	7
1965	39	21.10.2015 00:00	10:24:01	10
1966	216	21.10.2015 00:00	16:00:13	2
1967	165	21.10.2015 00:00	16:51:18	9
1968	223	21.10.2015 00:00	18:23:47	10
1969	115	21.10.2015 00:00	19:51:20	7
1970	251	21.10.2015 00:00	22:45:14	9
1971	198	22.10.2015 00:00	03:39:14	6
1972	156	22.10.2015 00:00	13:55:48	7
1973	249	22.10.2015 00:00	14:30:55	10
1974	356	22.10.2015 00:00	14:39:37	2
1975	417	22.10.2015 00:00	17:42:31	1
1976	374	22.10.2015 00:00	19:22:51	1
1977	120	22.10.2015 00:00	19:45:48	10
1978	199	22.10.2015 00:00	20:45:37	5
1979	315	22.10.2015 00:00	21:16:26	3
1980	307	22.10.2015 00:00	22:51:12	7
1981	278	23.10.2015 00:00	04:00:57	9
1982	469	23.10.2015 00:00	09:56:19	1
1983	171	23.10.2015 00:00	12:42:20	4
1984	136	23.10.2015 00:00	13:19:55	3
1985	443	23.10.2015 00:00	17:57:25	9
1986	74	23.10.2015 00:00	19:06:13	4
1987	156	23.10.2015 00:00	19:12:30	4
1988	174	24.10.2015 00:00	02:15:51	6
1989	305	24.10.2015 00:00	03:56:20	8
1990	274	24.10.2015 00:00	04:02:47	4
1991	460	24.10.2015 00:00	05:29:39	4
1992	22	24.10.2015 00:00	06:32:24	2
1993	392	24.10.2015 00:00	15:08:20	4
1994	381	24.10.2015 00:00	17:17:47	3
1995	52	24.10.2015 00:00	21:22:45	9
1996	192	24.10.2015 00:00	22:54:06	10
1997	461	24.10.2015 00:00	23:56:38	7
1998	382	25.10.2015 00:00	01:02:26	8
1999	143	25.10.2015 00:00	05:41:19	5
2000	310	25.10.2015 00:00	05:46:29	1
2001	290	25.10.2015 00:00	11:30:46	10
2002	6	25.10.2015 00:00	14:27:48	10
2003	243	25.10.2015 00:00	17:42:03	6
2004	374	25.10.2015 00:00	20:41:46	6
2005	422	25.10.2015 00:00	20:55:15	9
2006	190	25.10.2015 00:00	22:24:56	1
2007	382	26.10.2015 00:00	02:36:22	8
2008	300	26.10.2015 00:00	02:40:03	9
2009	272	26.10.2015 00:00	03:53:44	4
2010	449	26.10.2015 00:00	05:34:43	8
2011	460	26.10.2015 00:00	05:59:28	6
2012	355	26.10.2015 00:00	17:23:08	2
2013	123	26.10.2015 00:00	19:43:17	2
2014	494	26.10.2015 00:00	23:12:35	6
2015	1	26.10.2015 00:00	23:15:33	10
2016	369	27.10.2015 00:00	00:07:54	2
2017	66	27.10.2015 00:00	03:46:42	2
2018	391	27.10.2015 00:00	04:04:20	7
2019	236	27.10.2015 00:00	08:16:20	9
2020	386	27.10.2015 00:00	08:35:04	5
2021	495	27.10.2015 00:00	10:20:49	6
2022	32	27.10.2015 00:00	10:50:51	2
2023	264	27.10.2015 00:00	16:06:59	6
2024	273	27.10.2015 00:00	16:45:24	3
2025	79	27.10.2015 00:00	16:55:25	4
2026	273	27.10.2015 00:00	18:31:28	4
2027	452	27.10.2015 00:00	18:39:53	10
2028	310	27.10.2015 00:00	22:50:54	6
2029	435	28.10.2015 00:00	00:03:55	5
2030	123	28.10.2015 00:00	00:26:25	7
2031	319	28.10.2015 00:00	01:59:08	8
2032	316	28.10.2015 00:00	04:19:38	10
2033	246	28.10.2015 00:00	06:47:28	4
2034	171	28.10.2015 00:00	11:00:52	10
2035	306	28.10.2015 00:00	19:05:32	8
2036	419	29.10.2015 00:00	02:43:53	8
2037	30	29.10.2015 00:00	03:09:31	7
2038	93	29.10.2015 00:00	04:01:28	6
2039	130	29.10.2015 00:00	06:28:54	8
2040	6	29.10.2015 00:00	19:32:26	3
2041	72	29.10.2015 00:00	23:42:43	3
2042	79	30.10.2015 00:00	02:23:56	3
2043	398	30.10.2015 00:00	09:25:08	2
2044	496	30.10.2015 00:00	15:40:19	6
2045	107	30.10.2015 00:00	17:07:26	10
2046	495	30.10.2015 00:00	21:11:13	5
2047	317	30.10.2015 00:00	21:43:52	10
2048	8	30.10.2015 00:00	22:22:27	1
2049	37	31.10.2015 00:00	00:43:08	6
2050	245	31.10.2015 00:00	02:29:05	6
2051	174	31.10.2015 00:00	03:45:12	4
2052	356	31.10.2015 00:00	04:51:13	10
2053	274	31.10.2015 00:00	04:56:47	3
2054	306	31.10.2015 00:00	05:21:18	7
2055	14	31.10.2015 00:00	06:17:12	4
2056	367	31.10.2015 00:00	19:58:49	9
2057	109	01.11.2015 00:00	13:11:02	6
2058	199	01.11.2015 00:00	18:31:38	2
2059	290	01.11.2015 00:00	20:57:42	8
2060	406	02.11.2015 00:00	02:11:08	4
2061	226	02.11.2015 00:00	03:29:11	8
2062	387	02.11.2015 00:00	06:52:03	6
2063	356	02.11.2015 00:00	07:29:15	4
2064	82	02.11.2015 00:00	16:34:05	5
2065	387	02.11.2015 00:00	17:44:43	5
2066	23	02.11.2015 00:00	19:32:39	8
2067	223	02.11.2015 00:00	20:23:53	4
2068	161	03.11.2015 00:00	07:32:40	1
2069	449	03.11.2015 00:00	08:07:31	1
2070	406	03.11.2015 00:00	13:04:46	6
2071	386	03.11.2015 00:00	18:23:32	8
2072	227	03.11.2015 00:00	18:30:17	7
2073	83	03.11.2015 00:00	21:39:13	5
2074	255	04.11.2015 00:00	00:48:35	7
2075	445	04.11.2015 00:00	01:37:53	2
2076	97	04.11.2015 00:00	02:29:51	5
2077	71	04.11.2015 00:00	05:13:30	5
2078	75	04.11.2015 00:00	22:05:01	1
2079	13	04.11.2015 00:00	23:02:18	5
2080	497	05.11.2015 00:00	07:56:09	10
2081	475	05.11.2015 00:00	13:05:26	1
2082	481	05.11.2015 00:00	23:06:32	1
2083	111	06.11.2015 00:00	00:34:10	10
2084	319	06.11.2015 00:00	04:02:02	4
2085	292	06.11.2015 00:00	04:39:15	6
2086	445	06.11.2015 00:00	09:52:58	10
2087	3	06.11.2015 00:00	12:38:46	6
2088	125	06.11.2015 00:00	14:39:53	2
2089	171	06.11.2015 00:00	19:54:10	10
2090	14	06.11.2015 00:00	22:45:07	2
2091	104	07.11.2015 00:00	01:42:24	6
2092	141	07.11.2015 00:00	03:52:00	9
2093	497	07.11.2015 00:00	04:12:03	4
2094	76	07.11.2015 00:00	10:45:23	6
2095	317	07.11.2015 00:00	15:11:21	9
2096	237	07.11.2015 00:00	20:15:09	7
2097	243	07.11.2015 00:00	20:45:31	4
2098	14	07.11.2015 00:00	23:56:17	1
2099	376	08.11.2015 00:00	03:36:23	10
2100	124	08.11.2015 00:00	06:15:17	1
2101	91	08.11.2015 00:00	16:47:01	8
2102	144	08.11.2015 00:00	19:47:41	2
2103	7	08.11.2015 00:00	20:10:27	2
2104	215	08.11.2015 00:00	21:48:08	4
2105	188	08.11.2015 00:00	23:10:55	2
2106	50	08.11.2015 00:00	23:19:59	8
2107	186	08.11.2015 00:00	23:20:39	4
2108	366	09.11.2015 00:00	01:08:32	5
2109	241	09.11.2015 00:00	02:27:25	7
2110	222	09.11.2015 00:00	08:53:12	6
2111	327	09.11.2015 00:00	09:06:46	2
2112	493	09.11.2015 00:00	09:26:32	1
2113	183	09.11.2015 00:00	16:21:26	4
2114	141	09.11.2015 00:00	16:48:20	1
2115	224	09.11.2015 00:00	17:02:51	7
2116	213	09.11.2015 00:00	17:50:20	4
2117	445	09.11.2015 00:00	23:00:26	9
2118	445	10.11.2015 00:00	01:25:54	3
2119	22	10.11.2015 00:00	06:54:38	3
2120	383	10.11.2015 00:00	10:42:19	10
2121	13	10.11.2015 00:00	12:59:01	6
2122	246	10.11.2015 00:00	13:12:24	1
2123	48	10.11.2015 00:00	22:47:49	2
2124	240	11.11.2015 00:00	02:04:16	4
2125	497	11.11.2015 00:00	06:50:43	3
2126	4	11.11.2015 00:00	08:19:47	5
2127	81	11.11.2015 00:00	12:32:19	4
2128	364	11.11.2015 00:00	16:37:15	3
2129	422	11.11.2015 00:00	17:08:28	5
2130	419	12.11.2015 00:00	01:13:30	6
2131	431	12.11.2015 00:00	01:27:29	7
2132	64	12.11.2015 00:00	03:08:49	2
2133	362	12.11.2015 00:00	07:29:58	8
2134	286	12.11.2015 00:00	07:32:35	7
2135	479	12.11.2015 00:00	12:23:46	4
2136	201	12.11.2015 00:00	14:40:09	2
2137	464	12.11.2015 00:00	16:00:41	1
2138	214	13.11.2015 00:00	12:36:45	10
2139	14	13.11.2015 00:00	15:13:16	10
2140	95	13.11.2015 00:00	15:23:42	5
2141	159	14.11.2015 00:00	01:42:21	10
2142	366	14.11.2015 00:00	04:30:25	4
2143	309	14.11.2015 00:00	07:30:25	10
2144	223	14.11.2015 00:00	11:49:18	6
2145	188	14.11.2015 00:00	11:53:24	4
2146	441	14.11.2015 00:00	15:43:51	5
2147	273	14.11.2015 00:00	17:07:52	4
2148	443	14.11.2015 00:00	21:15:24	6
2149	400	14.11.2015 00:00	21:52:05	8
2150	438	14.11.2015 00:00	21:58:45	4
2151	50	14.11.2015 00:00	22:22:39	2
2152	303	15.11.2015 00:00	01:13:56	2
2153	176	15.11.2015 00:00	02:01:53	9
2154	339	15.11.2015 00:00	07:09:22	9
2155	44	15.11.2015 00:00	08:39:55	3
2156	42	15.11.2015 00:00	13:15:21	4
2157	286	15.11.2015 00:00	15:23:56	9
2158	259	15.11.2015 00:00	17:39:37	6
2159	374	15.11.2015 00:00	20:52:26	7
2160	205	15.11.2015 00:00	22:48:00	10
2161	407	16.11.2015 00:00	03:52:56	10
2162	120	16.11.2015 00:00	06:36:09	2
2163	298	16.11.2015 00:00	17:54:02	8
2164	369	17.11.2015 00:00	00:14:55	5
2165	186	17.11.2015 00:00	07:04:26	9
2166	395	17.11.2015 00:00	22:31:03	8
2167	106	17.11.2015 00:00	23:42:25	2
2168	92	18.11.2015 00:00	02:30:10	5
2169	46	18.11.2015 00:00	12:23:07	7
2170	30	18.11.2015 00:00	19:57:10	7
2171	243	18.11.2015 00:00	20:16:08	3
2172	245	18.11.2015 00:00	21:20:38	8
2173	213	19.11.2015 00:00	01:00:40	9
2174	349	19.11.2015 00:00	06:44:55	7
2175	192	19.11.2015 00:00	08:33:43	6
2176	251	19.11.2015 00:00	11:11:09	7
2177	240	19.11.2015 00:00	18:58:00	5
2178	99	19.11.2015 00:00	23:23:24	2
2179	286	20.11.2015 00:00	00:12:16	5
2180	259	20.11.2015 00:00	04:07:33	8
2181	61	20.11.2015 00:00	05:15:50	8
2182	33	20.11.2015 00:00	07:08:56	2
2183	223	20.11.2015 00:00	11:55:26	3
2184	119	20.11.2015 00:00	13:20:53	9
2185	157	20.11.2015 00:00	16:35:03	10
2186	408	20.11.2015 00:00	18:21:42	3
2187	486	20.11.2015 00:00	19:55:52	6
2188	397	21.11.2015 00:00	10:54:32	3
2189	219	21.11.2015 00:00	14:26:08	5
2190	16	21.11.2015 00:00	22:47:38	10
2191	159	22.11.2015 00:00	01:44:40	9
2192	106	22.11.2015 00:00	03:02:56	8
2193	302	22.11.2015 00:00	03:17:47	6
2194	348	22.11.2015 00:00	04:35:05	1
2195	116	22.11.2015 00:00	07:30:51	9
2196	185	22.11.2015 00:00	07:59:39	2
2197	243	22.11.2015 00:00	11:48:00	4
2198	364	22.11.2015 00:00	14:43:36	2
2199	286	22.11.2015 00:00	18:45:13	2
2200	253	22.11.2015 00:00	22:13:34	9
2201	422	23.11.2015 00:00	05:10:59	10
2202	297	23.11.2015 00:00	13:03:03	10
2203	210	23.11.2015 00:00	16:41:51	3
2204	231	23.11.2015 00:00	21:14:00	8
2205	212	23.11.2015 00:00	22:41:37	8
2206	91	24.11.2015 00:00	07:00:57	1
2207	482	24.11.2015 00:00	07:18:37	1
2208	13	24.11.2015 00:00	12:48:34	3
2209	15	24.11.2015 00:00	15:39:08	6
2210	236	24.11.2015 00:00	22:35:34	6
2211	6	25.11.2015 00:00	06:46:37	8
2212	230	25.11.2015 00:00	07:42:00	8
2213	432	25.11.2015 00:00	18:15:44	3
2214	254	25.11.2015 00:00	22:37:23	1
2215	394	26.11.2015 00:00	06:12:57	6
2216	395	26.11.2015 00:00	15:44:20	2
2217	59	26.11.2015 00:00	16:37:26	4
2218	459	26.11.2015 00:00	22:00:35	3
2219	30	27.11.2015 00:00	02:00:39	2
2220	61	27.11.2015 00:00	19:01:54	3
2221	412	27.11.2015 00:00	20:34:38	6
2222	424	27.11.2015 00:00	21:47:25	7
2223	306	27.11.2015 00:00	22:13:25	8
2224	249	28.11.2015 00:00	00:27:23	8
2225	315	28.11.2015 00:00	03:06:24	1
2226	433	28.11.2015 00:00	04:48:03	8
2227	442	28.11.2015 00:00	06:49:48	4
2228	241	28.11.2015 00:00	09:49:12	8
2229	191	28.11.2015 00:00	10:00:19	9
2230	279	28.11.2015 00:00	10:03:01	5
2231	257	28.11.2015 00:00	10:41:21	3
2232	487	28.11.2015 00:00	11:26:32	3
2233	281	28.11.2015 00:00	12:55:50	3
2234	367	28.11.2015 00:00	14:13:13	3
2235	395	28.11.2015 00:00	15:09:40	7
2236	73	28.11.2015 00:00	16:18:58	6
2237	194	28.11.2015 00:00	18:36:59	1
2238	302	28.11.2015 00:00	19:50:14	9
2239	326	28.11.2015 00:00	22:18:54	2
2240	140	29.11.2015 00:00	04:26:23	10
2241	362	29.11.2015 00:00	04:58:05	4
2242	129	29.11.2015 00:00	07:07:39	2
2243	323	29.11.2015 00:00	07:34:58	5
2244	199	29.11.2015 00:00	19:07:32	7
2245	394	29.11.2015 00:00	22:19:59	4
2246	328	29.11.2015 00:00	22:24:28	2
2247	236	29.11.2015 00:00	22:55:55	1
2248	494	29.11.2015 00:00	23:52:42	2
2249	76	30.11.2015 00:00	08:38:27	10
2250	180	30.11.2015 00:00	12:10:45	5
2251	69	30.11.2015 00:00	16:56:04	2
2252	434	30.11.2015 00:00	19:40:26	5
2253	240	30.11.2015 00:00	20:04:44	4
2254	143	30.11.2015 00:00	20:34:18	6
2255	442	30.11.2015 00:00	21:41:14	2
2256	116	30.11.2015 00:00	23:33:13	6
2257	37	01.12.2015 00:00	07:17:32	4
2258	487	01.12.2015 00:00	08:02:04	4
2259	310	01.12.2015 00:00	11:40:00	6
2260	384	01.12.2015 00:00	13:14:03	4
2261	191	01.12.2015 00:00	18:34:17	4
2262	474	01.12.2015 00:00	20:22:29	1
2263	187	01.12.2015 00:00	21:21:22	5
2264	212	01.12.2015 00:00	23:19:23	10
2265	400	02.12.2015 00:00	06:32:43	7
2266	171	02.12.2015 00:00	09:00:16	7
2267	480	02.12.2015 00:00	12:44:21	10
2268	445	02.12.2015 00:00	13:19:57	7
2269	205	02.12.2015 00:00	15:16:57	7
2270	5	02.12.2015 00:00	15:52:08	8
2271	253	02.12.2015 00:00	23:41:45	8
2272	382	03.12.2015 00:00	05:34:30	2
2273	297	03.12.2015 00:00	10:30:08	7
2274	158	04.12.2015 00:00	01:33:12	2
2275	329	04.12.2015 00:00	01:36:14	3
2276	199	04.12.2015 00:00	04:43:59	5
2277	127	04.12.2015 00:00	06:58:28	6
2278	191	04.12.2015 00:00	09:24:49	1
2279	465	04.12.2015 00:00	10:39:55	5
2280	467	04.12.2015 00:00	12:51:12	10
2281	458	05.12.2015 00:00	03:35:45	8
2282	247	05.12.2015 00:00	08:15:01	6
2283	420	05.12.2015 00:00	14:08:30	6
2284	229	05.12.2015 00:00	19:57:10	10
2285	253	06.12.2015 00:00	00:36:52	3
2286	66	06.12.2015 00:00	01:15:25	4
2287	259	06.12.2015 00:00	06:18:26	9
2288	156	06.12.2015 00:00	08:17:58	1
2289	437	06.12.2015 00:00	11:51:16	5
2290	449	06.12.2015 00:00	18:59:00	10
2291	106	06.12.2015 00:00	22:29:30	10
2292	32	06.12.2015 00:00	22:55:38	4
2293	388	07.12.2015 00:00	03:09:41	3
2294	469	07.12.2015 00:00	13:21:40	6
2295	30	07.12.2015 00:00	14:22:22	10
2296	243	07.12.2015 00:00	21:30:01	4
2297	113	07.12.2015 00:00	22:56:54	1
2298	198	08.12.2015 00:00	05:03:28	3
2299	111	08.12.2015 00:00	10:45:15	1
2300	438	08.12.2015 00:00	12:37:36	5
2301	89	08.12.2015 00:00	14:52:47	8
2302	420	08.12.2015 00:00	16:05:08	8
2303	489	08.12.2015 00:00	19:20:15	3
2304	461	09.12.2015 00:00	04:21:13	4
2305	362	09.12.2015 00:00	08:11:46	10
2306	4	09.12.2015 00:00	11:58:14	6
2307	3	09.12.2015 00:00	15:26:42	5
2308	335	09.12.2015 00:00	18:29:27	6
2309	340	09.12.2015 00:00	23:17:47	8
2310	340	10.12.2015 00:00	01:37:37	1
2311	270	10.12.2015 00:00	03:49:57	9
2312	254	10.12.2015 00:00	04:00:53	5
2313	321	10.12.2015 00:00	12:26:47	4
2314	271	10.12.2015 00:00	14:29:12	2
2315	463	10.12.2015 00:00	15:13:34	6
2316	428	10.12.2015 00:00	19:03:40	5
2317	34	10.12.2015 00:00	19:42:15	3
2318	380	10.12.2015 00:00	22:01:15	9
2319	352	10.12.2015 00:00	23:20:18	2
2320	235	10.12.2015 00:00	23:42:10	5
2321	74	11.12.2015 00:00	01:56:39	6
2322	194	11.12.2015 00:00	04:26:25	8
2323	342	11.12.2015 00:00	06:38:47	8
2324	84	11.12.2015 00:00	10:09:06	2
2325	34	11.12.2015 00:00	13:43:53	6
2326	40	11.12.2015 00:00	15:29:56	4
2327	420	11.12.2015 00:00	17:48:06	3
2328	115	11.12.2015 00:00	18:01:17	8
2329	465	11.12.2015 00:00	21:33:56	5
2330	86	12.12.2015 00:00	06:39:45	6
2331	309	12.12.2015 00:00	18:19:34	3
2332	434	12.12.2015 00:00	21:29:10	9
2333	463	12.12.2015 00:00	22:08:31	8
2334	421	12.12.2015 00:00	23:08:47	6
2335	27	13.12.2015 00:00	01:31:06	8
2336	228	13.12.2015 00:00	05:40:01	8
2337	411	13.12.2015 00:00	07:52:00	8
2338	451	13.12.2015 00:00	09:52:16	3
2339	409	13.12.2015 00:00	20:07:57	9
2340	344	13.12.2015 00:00	20:21:45	9
2341	436	13.12.2015 00:00	23:21:04	4
2342	290	14.12.2015 00:00	00:59:25	3
2343	112	14.12.2015 00:00	04:07:02	10
2344	304	14.12.2015 00:00	19:35:56	6
2345	327	14.12.2015 00:00	20:06:24	8
2346	210	14.12.2015 00:00	23:40:34	1
2347	93	15.12.2015 00:00	01:31:41	6
2348	417	15.12.2015 00:00	05:16:10	7
2349	304	15.12.2015 00:00	13:49:50	2
2350	477	15.12.2015 00:00	15:36:28	3
2351	73	16.12.2015 00:00	06:28:56	7
2352	83	16.12.2015 00:00	11:37:40	3
2353	54	16.12.2015 00:00	15:28:03	10
2354	377	17.12.2015 00:00	00:40:13	8
2355	292	17.12.2015 00:00	01:18:43	6
2356	371	17.12.2015 00:00	02:39:56	6
2357	50	17.12.2015 00:00	05:55:01	6
2358	276	17.12.2015 00:00	10:30:55	7
2359	441	17.12.2015 00:00	13:41:01	3
2360	312	17.12.2015 00:00	14:15:56	5
2361	303	17.12.2015 00:00	15:12:48	1
2362	79	17.12.2015 00:00	16:35:35	4
2363	4	17.12.2015 00:00	19:53:57	6
2364	279	18.12.2015 00:00	02:08:51	10
2365	214	18.12.2015 00:00	03:56:19	4
